Timestamp,Meet_Recruiter,Age_Joined,Year_Joined,Years_Service,Education_Level,Parents_Ed_Level,Financial_Status,Enlisted_Officer,Join_Motivation,Ethnicity,Gender,,,,
11/1/2019 13:11:40,I got up with them,21-23,2008,9 to 11 years,Some College,4 year degree,Upper Class (Top 20%),Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 13:18:24,I got up with them,18-20,2008,6 to 8 years,Completed High School,Completed High School,Lower Middle Class,Enlisted,Family Tradition,Caucasian,Female,,,,
11/1/2019 13:23:13,I got up with them,21-23,2008,9 to 11 years,Some College,Some college,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 13:45:30,I got up with them,18-20,2008,Currently Serving,Some College,Completed High School,Lower Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 13:59:19,I got up with them,21-23,2008,9 to 11 years,2 Year Degree,Some college,Lower Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 14:01:12,I got up with them,21-23,2008,6 to 8 years,Some College,4 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 14:12:41,I got up with them,18-20,2008,9 to 11 years,Completed High School,Some college,Prefer not to answer,Enlisted,Family Tradition,Asian,Male,,,,
11/1/2019 14:16:49,I got up with them,24-26,2008,Currently Serving,2 Year Degree,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Hispanic / Latino,Male,,,,
11/1/2019 15:57:24,I got up with them,18-20,2008,6 to 8 years,Completed High School,4 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 15:57:30,I got up with them,18-20,2008,6 to 8 years,Completed High School,4 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 16:47:10,I got up with them,18-20,2008,6 to 8 years,Some College,4 year degree,Middle Class,Enlisted,Family Tradition,Caucasian,Male,,,,
11/1/2019 16:52:21,I got up with them,18-20,2008,9 to 11 years,Completed High School,Master's degree,Lower Middle Class,Enlisted,Economic Opportunity,Hispanic / Latino,Male,,,,
11/1/2019 16:54:57,I got up with them,18-20,2008,Less than 6,Some College,Completed High School,Upper Middle Class,Enlisted,Prefer not to answer / Other,Hispanic / Latino,Male,,,,
11/1/2019 8:27:51,Someone else put us in contact,18-20,2008,Currently Serving,Completed High School,2 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Black,Male,,,,
11/1/2019 8:31:19,Someone else put us in contact,21-23,2008,Currently Serving,Some College,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:52:58,Someone else put us in contact,21-23,2008,6 to 8 years,Some College,4 year degree,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:00:19,Someone else put us in contact,18-20,2008,Less than 6,Completed High School,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:06:03,Someone else put us in contact,18-20,2008,Currently Serving,Completed High School,Master's degree,Upper Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:15:03,Someone else put us in contact,18-20,2008,6 to 8 years,Some College,Completed High School,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Black,Male,,,,
11/1/2019 9:27:34,Someone else put us in contact,18-20,2008,6 to 8 years,Completed High School,4 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:54:35,Someone else put us in contact,18-20,2008,Currently Serving,Some College,Master's degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 10:54:59,Someone else put us in contact,24-26,2008,Currently Serving,Some College,2 year degree,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 12:26:08,Someone else put us in contact,18-20,2008,6 to 8 years,Completed High School,Some college,Lower Middle Class,Enlisted,Economic Opportunity,Hispanic / Latino,Male,,,,
11/1/2019 13:04:18,Someone else put us in contact,21-23,2008,Currently Serving,Completed High School,2 year degree,Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 13:54:15,Someone else put us in contact,21-23,2008,9 to 11 years,Some College,4 year degree,Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 8:43:37,They got up with me,18-20,2008,9 to 11 years,Completed High School,Did not complete high school / GED,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Hispanic / Latino,Male,,,,
11/1/2019 9:25:18,They got up with me,18-20,2008,6 to 8 years,Some College,4 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:37:52,They got up with me,18-20,2008,9 to 11 years,Completed High School,Did not complete high school / GED,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Hispanic / Latino,Male,,,,
11/1/2019 9:54:06,They got up with me,18-20,2008,6 to 8 years,Completed High School,4 year degree,Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Female,,,,
11/1/2019 10:04:02,They got up with me,18-20,2008,Currently Serving,Completed High School,Did not complete high school / GED,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 12:11:26,They got up with me,18-20,2008,Less than 6,Some College,Master's degree,Upper Class (Top 20%),Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 12:21:45,They got up with me,18-20,2008,9 to 11 years,Completed High School,Master's degree,Upper Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 15:21:22,They got up with me,21-23,2008,6 to 8 years,Some College,Completed High School,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 16:27:55,They got up with me,18-20,2008,Currently Serving,Completed High School,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 7:59:56,,18-20,2008,6 to 8 years,Completed High School,4 year degree,Lower Middle Class,Enlisted,Getting the fuck out of Indiana,Caucasian,Male,,,,
11/1/2019 8:00:11,,24-26,2008,9 to 11 years,4 Year Degree,4 year degree,Middle Class,Enlisted,Prefer not to answer,Caucasian,Prefer not to answer,,,,
11/1/2019 8:04:08,,18-20,2008,Currently Serving,Completed High School,4 year degree,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:07:01,,21-23,2008,Currently Serving,Some College,4 year degree,Middle Class,Enlisted,Patriotism,Caucasian,Female,,,,
11/1/2019 8:10:36,,27+,2008,9 to 11 years,Completed High School,Did not complete high school / GED,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:13:23,,18-20,2008,9 to 11 years,Some College,Some college,Middle Class,Enlisted,Economic Opportunity,Hispanic / Latino,Male,,,,
11/1/2019 8:14:46,,24-26,2008,9 to 11 years,Some College,Some college,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Hispanic / Latino,Male,,,,
11/1/2019 8:18:04,,21-23,2008,9 to 11 years,4 Year Degree,Doctorate,Prefer not to answer,Officer,Economic Opportunity,Caucasian,Female,,,,
11/1/2019 8:18:41,,18-20,2008,9 to 11 years,Completed High School,Completed High School,Lower Middle Class,Enlisted,Patriotism,Hispanic / Latino,Male,,,,
11/1/2019 12:00:21,Coincidental encounter,18-20,2009,9 to 11 years,Completed High School,Master's degree,Lower Middle Class,Enlisted,Economic Opportunity,Hispanic / Latino,Male,,,,
11/1/2019 14:57:53,Coincidental encounter,21-23,2009,Currently Serving,Some College,4 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 16:21:46,Coincidental encounter,18-20,2009,Currently Serving,Some College,2 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 14:09:07,I don't remember / Prefer not to answer,18-20,2009,Currently Serving,Completed High School,Completed High School,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:20:38,I got up with them,18-20,2009,6 to 8 years,Some College,4 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:22:08,I got up with them,21-23,2009,9 to 11 years,Some College,Some college,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:24:45,I got up with them,18-20,2009,Currently Serving,Completed High School,Some college,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:30:12,I got up with them,18-20,2009,Less than 6,Some College,Master's degree,Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Female,,,,
11/1/2019 8:35:39,I got up with them,27+,2009,Currently Serving,Doctorate,Master's degree,Upper Middle Class,Officer,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:36:51,I got up with them,18-20,2009,Currently Serving,Completed High School,Completed High School,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:36:59,I got up with them,18-20,2009,6 to 8 years,Some College,2 year degree,Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 8:39:49,I got up with them,18-20,2009,Currently Serving,Did not graduate high school / GED,Master's degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:44:41,I got up with them,21-23,2009,9 to 11 years,Completed High School,Some college,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:49:56,I got up with them,18-20,2009,6 to 8 years,Completed High School,4 year degree,Upper Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:50:00,I got up with them,18-20,2009,Less than 6,Some College,Master's degree,Middle Class,Enlisted,Family Tradition,Caucasian,Male,,,,
11/1/2019 8:59:40,I got up with them,21-23,2009,6 to 8 years,Completed High School,Master's degree,Middle Class,Enlisted,Family Tradition,Caucasian,Male,,,,
11/1/2019 9:02:25,I got up with them,21-23,2009,6 to 8 years,Some College,4 year degree,Middle Class,Enlisted,Family Tradition,Caucasian,Male,,,,
11/1/2019 9:04:26,I got up with them,21-23,2009,9 to 11 years,Some College,4 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:06:00,I got up with them,18-20,2009,9 to 11 years,Completed High School,2 year degree,Middle Class,Enlisted,Economic Opportunity,Hispanic / Latino,Male,,,,
11/1/2019 9:13:04,I got up with them,21-23,2009,6 to 8 years,4 Year Degree,4 year degree,Upper Middle Class,Enlisted,Patriotism,Hispanic / Latino,Male,,,,
11/1/2019 9:15:32,I got up with them,24-26,2009,6 to 8 years,Some College,2 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:16:02,I got up with them,21-23,2009,9 to 11 years,2 Year Degree,Some college,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:23:49,I got up with them,18-20,2009,6 to 8 years,Some College,Doctorate,Upper Middle Class,Enlisted,Family Tradition,Hispanic / Latino,Female,,,,
11/1/2019 9:27:14,I got up with them,18-20,2009,9 to 11 years,Some College,Some college,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:28:17,I got up with them,21-23,2009,6 to 8 years,Some College,Master's degree,Upper Middle Class,Enlisted,Patriotism,Black,Male,,,,
11/1/2019 9:42:19,I got up with them,18-20,2009,Less than 6,Completed High School,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Hispanic / Latino,Male,,,,
11/1/2019 9:43:20,I got up with them,21-23,2009,Less than 6,Some College,Completed High School,Upper Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:43:55,I got up with them,21-23,2009,6 to 8 years,Some College,Some college,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:50:53,I got up with them,18-20,2009,6 to 8 years,Some College,2 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 10:10:35,I got up with them,18-20,2009,Currently Serving,Completed High School,Completed High School,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 10:14:38,I got up with them,18-20,2009,6 to 8 years,Completed High School,Some college,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 10:27:50,I got up with them,18-20,2009,6 to 8 years,Some College,Completed High School,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Female,,,,
11/1/2019 10:28:45,I got up with them,18-20,2009,Currently Serving,Some College,Some college,Lower Middle Class,Enlisted,Family Tradition,Caucasian,Male,,,,
11/1/2019 11:32:53,I got up with them,21-23,2009,9 to 11 years,Some College,2 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 11:39:26,I got up with them,18-20,2009,Less than 6,Some College,Some college,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 11:47:37,I got up with them,21-23,2009,Currently Serving,2 Year Degree,Some college,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Female,,,,
11/1/2019 11:50:34,I got up with them,18-20,2009,9 to 11 years,Some College,Completed High School,Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 12:01:55,I got up with them,18-20,2009,Currently Serving,Completed High School,Some college,Middle Class,Enlisted,Family Tradition,Caucasian,Male,,,,
11/1/2019 12:04:45,I got up with them,18-20,2009,Currently Serving,Some College,4 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Female,,,,
11/1/2019 12:07:41,I got up with them,24-26,2009,6 to 8 years,4 Year Degree,Some college,Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Female,,,,
11/1/2019 12:11:36,I got up with them,18-20,2009,Currently Serving,Completed High School,Some college,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 12:20:43,I got up with them,18-20,2009,6 to 8 years,Some College,Completed High School,Lower Middle Class,Enlisted,Prefer not to answer / Other,Prefer not to answer,Male,,,,
11/1/2019 12:29:06,I got up with them,18-20,2009,Less than 6,4 Year Degree,4 year degree,Middle Class,Officer,Patriotism,Caucasian,Female,,,,
11/1/2019 13:26:29,I got up with them,21-23,2009,Currently Serving,4 Year Degree,2 year degree,Upper Middle Class,Enlisted,Economic Opportunity,Black,Female,,,,
11/1/2019 13:38:16,I got up with them,18-20,2009,9 to 11 years,Completed High School,2 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 13:42:01,I got up with them,18-20,2009,9 to 11 years,Completed High School,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 14:35:04,I got up with them,18-20,2009,Less than 6,Completed High School,Completed High School,Lower Middle Class,Enlisted,Family Tradition,Hispanic / Latino,Male,,,,
11/1/2019 14:45:04,I got up with them,21-23,2009,6 to 8 years,Some College,Master's degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 15:54:53,I got up with them,21-23,2009,9 to 11 years,Some College,Doctorate,Upper Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 16:13:50,I got up with them,24-26,2009,6 to 8 years,2 Year Degree,Master's degree,Upper Middle Class,Enlisted,Economic Opportunity,Black,Male,,,,
11/1/2019 16:20:35,I got up with them,18-20,2009,6 to 8 years,Completed High School,Completed High School,Lower Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 16:44:10,I got up with them,21-23,2009,6 to 8 years,Completed High School,Did not complete high school / GED,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 16:45:11,I got up with them,18-20,2009,Currently Serving,Some College,Completed High School,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:34:55,Someone else put us in contact,21-23,2009,Currently Serving,Some College,Master's degree,Upper Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:35:08,Someone else put us in contact,18-20,2009,9 to 11 years,Some College,2 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Female,,,,
11/1/2019 8:40:50,Someone else put us in contact,18-20,2009,Less than 6,Some College,Master's degree,Upper Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:42:08,Someone else put us in contact,21-23,2009,6 to 8 years,Completed High School,4 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:49:03,Someone else put us in contact,18-20,2009,9 to 11 years,Some College,Completed High School,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:09:18,Someone else put us in contact,21-23,2009,9 to 11 years,2 Year Degree,4 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:27:33,Someone else put us in contact,24-26,2009,9 to 11 years,2 Year Degree,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:42:05,Someone else put us in contact,18-20,2009,Currently Serving,Completed High School,Some college,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 10:06:33,Someone else put us in contact,18-20,2009,Currently Serving,Completed High School,Completed High School,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 10:24:51,Someone else put us in contact,18-20,2009,9 to 11 years,Some College,Completed High School,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 15:06:34,Someone else put us in contact,18-20,2009,Currently Serving,Completed High School,Some college,Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 15:34:40,Someone else put us in contact,18-20,2009,6 to 8 years,Some College,2 year degree,Lower Class (Bottom 20%),Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 8:18:41,They got up with me,18-20,2009,9 to 11 years,Completed High School,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Hispanic / Latino,Male,,,,
11/1/2019 8:39:28,They got up with me,18-20,2009,Currently Serving,Completed High School,2 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 10:25:15,They got up with me,18-20,2009,9 to 11 years,Completed High School,Completed High School,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 15:46:58,They got up with me,18-20,2009,9 to 11 years,Some College,Completed High School,Lower Middle Class,Officer,Patriotism,Caucasian,Male,,,,
11/1/2019 16:50:31,They got up with me,18-20,2009,Currently Serving,Completed High School,Completed High School,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 7:59:09,,18-20,2009,6 to 8 years,Some College,Master's degree,Middle Class,Enlisted,Job training,Caucasian,Male,,,,
11/1/2019 8:02:13,,18-20,2009,6 to 8 years,Some College,Master's degree,Upper Middle Class,Enlisted,Family Tradition,Caucasian,Male,,,,
11/1/2019 8:02:30,,18-20,2009,9 to 11 years,Completed High School,4 year degree,Middle Class,Enlisted,Family Tradition,Caucasian,Male,,,,
11/1/2019 8:03:36,,27+,2009,6 to 8 years,4 Year Degree,Some college,Lower Middle Class,Officer,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:03:54,,21-23,2009,Currently Serving,Some College,Some college,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:04:58,,21-23,2009,9 to 11 years,Some College,Master's degree,Upper Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:05:13,,24-26,2009,Less than 6,4 Year Degree,4 year degree,Middle Class,Officer,Scholarship ,Caucasian,Female,,,,
11/1/2019 8:05:24,,21-23,2009,Currently Serving,Some College,Did not complete high school / GED,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:06:35,,18-20,2009,6 to 8 years,Completed High School,4 year degree,Lower Middle Class,Enlisted,Prefer not to answer,Caucasian,Male,,,,
11/1/2019 8:11:47,,18-20,2009,6 to 8 years,Completed High School,4 year degree,Middle Class,Enlisted,Family Tradition,Asian,Male,,,,
11/1/2019 8:13:30,,18-20,2009,6 to 8 years,Some College,4 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:14:28,,18-20,2009,9 to 11 years,Completed High School,Some college,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:15:25,,18-20,2009,9 to 11 years,Some College,Completed High School,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:15:52,,24-26,2009,Currently Serving,Some College,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 10:11:26,Coincidental encounter,18-20,2010,6 to 8 years,Completed High School,4 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 10:41:11,Coincidental encounter,18-20,2010,9 to 11 years,Some College,2 year degree,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Female,,,,
11/1/2019 10:53:31,Coincidental encounter,18-20,2010,6 to 8 years,Completed High School,4 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Black,Male,,,,
11/1/2019 10:57:14,Coincidental encounter,18-20,2010,9 to 11 years,Completed High School,4 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 11:09:26,Coincidental encounter,18-20,2010,6 to 8 years,Completed High School,Some college,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:51:02,I don't remember / Prefer not to answer,24-26,2010,Less than 6,4 Year Degree,Some college,Middle Class,,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 10:40:00,I don't remember / Prefer not to answer,21-23,2010,Currently Serving,Some College,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 15:22:21,I don't remember / Prefer not to answer,21-23,2010,6 to 8 years,Some College,Completed High School,Middle Class,Officer,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:23:21,I got up with them,18-20,2010,6 to 8 years,Completed High School,Some college,Lower Middle Class,Enlisted,Prefer not to answer / Other,American Indian or Alaskan Native,Male,,,,
11/1/2019 8:24:37,I got up with them,18-20,2010,Currently Serving,Completed High School,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:27:19,I got up with them,18-20,2010,Currently Serving,Completed High School,4 year degree,Middle Class,Enlisted,Economic Opportunity,Hispanic / Latino,Male,,,,
11/1/2019 8:32:20,I got up with them,21-23,2010,Currently Serving,Some College,Completed High School,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Hispanic / Latino,Male,,,,
11/1/2019 8:32:20,I got up with them,21-23,2010,6 to 8 years,Some College,4 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:35:56,I got up with them,24-26,2010,9 to 11 years,4 Year Degree,Master's degree,Upper Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:38:49,I got up with them,18-20,2010,Currently Serving,Some College,Some college,Lower Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 8:39:39,I got up with them,24-26,2010,Currently Serving,2 Year Degree,2 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:45:04,I got up with them,18-20,2010,Currently Serving,Completed High School,4 year degree,Prefer not to answer,Enlisted,Patriotism,Prefer not to answer,Male,,,,
11/1/2019 8:48:16,I got up with them,18-20,2010,6 to 8 years,Completed High School,2 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:49:48,I got up with them,21-23,2010,6 to 8 years,4 Year Degree,2 year degree,Lower Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 8:50:29,I got up with them,21-23,2010,6 to 8 years,4 Year Degree,4 year degree,Upper Middle Class,Enlisted,Economic Opportunity,Hispanic / Latino,Male,,,,
11/1/2019 9:06:48,I got up with them,21-23,2010,Currently Serving,Some College,4 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:08:48,I got up with them,18-20,2010,9 to 11 years,Completed High School,Some college,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Native Hawaiian or Pacific Islander,Female,,,,
11/1/2019 9:15:23,I got up with them,18-20,2010,9 to 11 years,Some College,4 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Female,,,,
11/1/2019 9:16:44,I got up with them,27+,2010,Less than 6,Some College,Completed High School,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:17:38,I got up with them,18-20,2010,6 to 8 years,Completed High School,2 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Black,Male,,,,
11/1/2019 9:25:18,I got up with them,18-20,2010,Currently Serving,Completed High School,Master's degree,Lower Class (Bottom 20%),Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 9:27:09,I got up with them,21-23,2010,Currently Serving,Some College,Completed High School,Lower Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 9:33:18,I got up with them,18-20,2010,Currently Serving,Some College,Some college,Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 9:38:52,I got up with them,18-20,2010,6 to 8 years,Completed High School,Completed High School,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:51:10,I got up with them,21-23,2010,6 to 8 years,Some College,4 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:57:35,I got up with them,18-20,2010,9 to 11 years,Completed High School,4 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Hispanic / Latino,Male,,,,
11/1/2019 10:08:59,I got up with them,21-23,2010,6 to 8 years,Some College,Completed High School,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 10:14:16,I got up with them,21-23,2010,Currently Serving,Some College,4 year degree,Upper Middle Class,Enlisted,Patriotism,Hispanic / Latino,Male,,,,
11/1/2019 10:15:57,I got up with them,21-23,2010,6 to 8 years,Some College,Master's degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 10:21:07,I got up with them,21-23,2010,9 to 11 years,Some College,4 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 10:31:43,I got up with them,21-23,2010,6 to 8 years,Some College,4 year degree,Middle Class,Enlisted,Economic Opportunity,Hispanic / Latino,Male,,,,
11/1/2019 10:34:56,I got up with them,21-23,2010,Currently Serving,Some College,4 year degree,Upper Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 10:44:13,I got up with them,18-20,2010,Currently Serving,Completed High School,Doctorate,Lower Class (Bottom 20%),Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 10:45:15,I got up with them,24-26,2010,Currently Serving,4 Year Degree,Some college,Lower Middle Class,Enlisted,Family Tradition,Caucasian,Male,,,,
11/1/2019 10:50:28,I got up with them,21-23,2010,6 to 8 years,Some College,4 year degree,Middle Class,Enlisted,Family Tradition,Caucasian,Male,,,,
11/1/2019 10:51:05,I got up with them,18-20,2010,Currently Serving,Completed High School,Some college,Lower Class (Bottom 20%),Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 11:00:09,I got up with them,18-20,2010,6 to 8 years,Completed High School,Master's degree,Lower Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 11:00:30,I got up with them,18-20,2010,Currently Serving,Some College,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
